"shopify_product_id","title","handle","online_store_url","stone_name","stone_handle","content_updated_at","stone_description_length","story_text_length","content_review_status","current_live_second_tab_source"
"10690123563355","Bracelet en malachite - Perles de 6 mm","bracelet-en-malachite-perles-de-6-mm","https://milaura.fr/products/bracelet-en-malachite-perles-de-6-mm","Malachite","malachite","2026-09-02",107,473,"stone_description_too_short","story_text_wrongly_rendered"
"10690123759963","Bracelet en pierre de lune multicolore - Perles de 6 mm","bracelet-en-pierre-de-lune-multicolore-perles-de-6-mm","https://milaura.fr/products/bracelet-en-pierre-de-lune-multicolore-perles-de-6-mm","Pierre de lune multicolore","pierre-de-lune","2026-09-02",109,464,"stone_description_too_short","story_text_wrongly_rendered"
"10690123923803","Bracelet en agate bandée - Perles de 8 mm","bracelet-en-agate-bandee-perles-de-8-mm","https://milaura.fr/products/bracelet-en-agate-bandee-perles-de-8-mm","Agate bandée","agate","2026-09-02",132,470,"stone_description_too_short","story_text_wrongly_rendered"
"10690124251483","Bracelet en aigue-marine chauffée du Brésil - Perles de 8 mm","bracelet-en-aigue-marine-chauffee-du-bresil-perles-de-8-mm","https://milaura.fr/products/bracelet-en-aigue-marine-chauffee-du-bresil-perles-de-8-mm","Aigue-marine chauffée du Brésil","aigue-marine","2026-09-02",118,454,"stone_description_too_short","story_text_wrongly_rendered"
"10690123399515","Bracelet en howlite blanche - Perles de 6 mm","bracelet-en-howlite-blanche-perles-de-6-mm","https://milaura.fr/products/bracelet-en-howlite-blanche-perles-de-6-mm","Howlite blanche","howlite","2026-09-02",87,461,"stone_description_too_short","story_text_wrongly_rendered"
"10685905011035","Bracelet Unys argenté en onyx et œil de taureau","bracelet-unys-argente-en-onyx-et-oeil-de-taureau","https://milaura.fr/products/bracelet-unys-argente-en-onyx-et-oeil-de-taureau","Onyx","onyx","2026-09-01",132,468,"stone_description_too_short","story_text_wrongly_rendered"
"10685831545179","Bracelet baroque en fluorine multicolore - 16 à 18 cm","bracelet-baroque-en-fluorine-multicolore-16-a-18-cm","https://milaura.fr/products/bracelet-baroque-en-fluorine-multicolore-16-a-18-cm","Fluorine multicolore","fluorine","2026-09-01",117,380,"stone_description_too_short","story_text_wrongly_rendered"
"10685841965403","Bracelet baroque en hématite - 16 à 18 cm","bracelet-baroque-en-hematite-16-a-18-cm","https://milaura.fr/products/bracelet-baroque-en-hematite-16-a-18-cm","Hématite","hematite","2026-09-01",109,379,"stone_description_too_short","story_text_wrongly_rendered"
"10685857726811","Bracelet en amazonite des États-Unis - Perles de 6 mm","bracelet-en-amazonite-des-etats-unis-perles-de-6-mm","https://milaura.fr/products/bracelet-en-amazonite-des-etats-unis-perles-de-6-mm","Amazonite","amazonite","2026-09-01",112,387,"stone_description_too_short","story_text_wrongly_rendered"
"10685865787739","Bracelet en hématite - Perles de 6 mm","bracelet-en-hematite-perles-de-6-mm","https://milaura.fr/products/bracelet-en-hematite-perles-de-6-mm","Hématite","hematite","2026-09-01",102,367,"stone_description_too_short","story_text_wrongly_rendered"
"10685873619291","Collier en howlite blanche 8 mm - 45 cm","collier-en-howlite-blanche-8-mm-45-cm","https://milaura.fr/products/collier-en-howlite-blanche-8-mm-45-cm","Howlite blanche","howlite","2026-09-01",108,381,"stone_description_too_short","story_text_wrongly_rendered"
"10685881123163","Boucles d'oreilles puces en améthyste - 8 mm","boucles-d-oreilles-puces-en-amethyste-8-mm","https://milaura.fr/products/boucles-d-oreilles-puces-en-amethyste-8-mm","Améthyste","amethyste","2026-09-01",120,420,"stone_description_too_short","story_text_wrongly_rendered"
"10685889380699","Boucles d'oreilles puces en cornaline - 10 mm","boucles-d-oreilles-puces-en-cornaline-10-mm","https://milaura.fr/products/boucles-d-oreilles-puces-en-cornaline-10-mm","Cornaline","cornaline","2026-09-01",126,430,"stone_description_too_short","story_text_wrongly_rendered"
"10685896753499","Boucles d'oreilles puces en obsidienne noire - 10 mm","boucles-d-oreilles-puces-en-obsidienne-noire-10-mm","https://milaura.fr/products/boucles-d-oreilles-puces-en-obsidienne-noire-10-mm","Obsidienne noire","obsidienne-noire","2026-09-01",115,412,"stone_description_too_short","story_text_wrongly_rendered"
"10684110340443","Accessoire porte-clés goutte en jade de Chine","accessoire-porte-cles-goutte-en-jade-de-chine","https://milaura.fr/products/accessoire-porte-cles-goutte-en-jade-de-chine","Jade de Chine","jade","2026-09-01",109,415,"stone_description_too_short","story_text_wrongly_rendered"
"10684105851227","Pendentif cœur en jade de Chine 15 mm","pendentif-coeur-en-jade-de-chine-15-mm","https://milaura.fr/products/pendentif-coeur-en-jade-de-chine-15-mm","Jade de Chine","jade","2026-09-01",120,517,"stone_description_too_short","story_text_wrongly_rendered"
"10684114436443","Bracelet Kahel argenté en onyx et œil de tigre","bracelet-kahel-argente-en-onyx-et-oeil-de-tigre","https://milaura.fr/products/bracelet-kahel-argente-en-onyx-et-oeil-de-tigre","Onyx et œil de tigre","onyx","2026-09-01",125,522,"stone_description_too_short","story_text_wrongly_rendered"
"10684101820763","Collier en œil de taureau 8 mm - 45 cm","collier-en-oeil-de-taureau-8-mm-45-cm","https://milaura.fr/products/collier-en-oeil-de-taureau-8-mm-45-cm","Œil de taureau","oeil-de-taureau","2026-09-01",109,506,"stone_description_too_short","story_text_wrongly_rendered"
"10684093301083","Bracelet baroque en jaspe rouge - 16 à 18 cm","bracelet-baroque-en-jaspe-rouge-16-a-18-cm","https://milaura.fr/products/bracelet-baroque-en-jaspe-rouge-16-a-18-cm","Jaspe rouge","jaspe-rouge","2026-09-01",129,474,"stone_description_too_short","story_text_wrongly_rendered"
"10684089336155","Pendule hexagonal en tourmaline noire","pendule-hexagonal-en-tourmaline-noire","https://milaura.fr/products/pendule-hexagonal-en-tourmaline-noire","Tourmaline noire","tourmaline","2026-09-01",117,829,"stone_description_too_short","story_text_wrongly_rendered"
"10684085109083","Pendule hexagonal en pierre de soleil","pendule-hexagonal-en-pierre-de-soleil","https://milaura.fr/products/pendule-hexagonal-en-pierre-de-soleil","Pierre de soleil","pierre-de-soleil","2026-09-01",112,828,"stone_description_too_short","story_text_wrongly_rendered"
"10684076949851","Bracelet baroque en aigue-marine du Brésil AA - 16 à 18 cm","bracelet-baroque-en-aigue-marine-du-bresil-aa-16-a-18-cm","https://milaura.fr/products/bracelet-baroque-en-aigue-marine-du-bresil-aa-16-a-18-cm","Aigue-marine du Brésil","aigue-marine","2026-09-01",119,495,"stone_description_too_short","story_text_wrongly_rendered"
"10684055978331","Boucles d'oreilles Auren dorées en agate indienne 4 mm","boucles-d-oreilles-auren-dorees-en-agate-indienne-4-mm","https://milaura.fr/products/boucles-d-oreilles-auren-dorees-en-agate-indienne-4-mm","Agate indienne","agate","2026-09-01",123,539,"stone_description_too_short","story_text_wrongly_rendered"
"10357637546331","Pendentif cœur en sodalite 15 mm","pendentif-sodalite","https://milaura.fr/products/pendentif-sodalite","Sodalite","sodalite","2026-08-28",138,423,"stone_description_too_short","story_text_wrongly_rendered"
"10680535482715","Pendule hexagonal en pierre de lune rose d'Inde","pendule-hexagonal-en-pierre-de-lune-rose-d-inde","https://milaura.fr/products/pendule-hexagonal-en-pierre-de-lune-rose-d-inde","Pierre de lune rose","pierre-de-lune","2026-08-31",98,425,"stone_description_too_short","story_text_wrongly_rendered"
"10680533909851","Pendule conique en quartz rose du Brésil","pendule-conique-en-quartz-rose-du-bresil","https://milaura.fr/products/pendule-conique-en-quartz-rose-du-bresil","Quartz rose du Brésil","quartz-rose","2026-08-31",114,462,"stone_description_too_short","story_text_wrongly_rendered"
"10680532074843","Collier en jaspe rouge 6 mm, 45 cm","collier-en-jaspe-rouge-6-mm-45-cm","https://milaura.fr/products/collier-en-jaspe-rouge-6-mm-45-cm","Jaspe rouge","jaspe-rouge","2026-08-31",122,412,"stone_description_too_short","story_text_wrongly_rendered"
"10680530403675","Chapelet en améthyste 6 mm","chapelet-en-amethyste-6-mm","https://milaura.fr/products/chapelet-en-amethyste-6-mm","Améthyste","amethyste","2026-08-31",113,464,"stone_description_too_short","story_text_wrongly_rendered"
"10680528634203","Bracelet Légende en œil de tigre et onyx","bracelet-legende-en-oeil-de-tigre-et-onyx","https://milaura.fr/products/bracelet-legende-en-oeil-de-tigre-et-onyx","Œil de tigre et onyx","oeil-de-tigre","2026-08-31",82,400,"stone_description_too_short","story_text_wrongly_rendered"
"10680526471515","Bracelet Légende en labradorite, œil de tigre et hématite","bracelet-legende-en-labradorite-oeil-de-tigre-et-hematite","https://milaura.fr/products/bracelet-legende-en-labradorite-oeil-de-tigre-et-hematite","Labradorite, œil de tigre et hématite","labradorite","2026-08-31",83,457,"stone_description_too_short","story_text_wrongly_rendered"
"10680526242139","Bracelet Kahel en onyx et œil de taureau","bracelet-kahel-en-onyx-et-oeil-de-taureau","https://milaura.fr/products/bracelet-kahel-en-onyx-et-oeil-de-taureau","Onyx et œil de taureau","onyx","2026-08-31",96,437,"stone_description_too_short","story_text_wrongly_rendered"
"10680526012763","Bracelet Kahel en onyx et hématite","bracelet-kahel-en-onyx-et-hematite","https://milaura.fr/products/bracelet-kahel-en-onyx-et-hematite","Onyx et hématite","onyx","2026-08-31",102,442,"stone_description_too_short","story_text_wrongly_rendered"
"10680525717851","Bracelet Célyos en œil de tigre et onyx","bracelet-celyos-en-oeil-de-tigre-et-onyx","https://milaura.fr/products/bracelet-celyos-en-oeil-de-tigre-et-onyx","Œil de tigre et onyx","oeil-de-tigre","2026-08-31",121,440,"stone_description_too_short","story_text_wrongly_rendered"
"10680525357403","Bague en argent 925 et aigue-marine du Brésil","bague-en-argent-925-et-aigue-marine-du-bresil","https://milaura.fr/products/bague-en-argent-925-et-aigue-marine-du-bresil","Aigue-marine du Brésil","aigue-marine","2026-08-31",109,423,"stone_description_too_short","story_text_wrongly_rendered"
"10357452669275","Bracelet en dumortiérite 6 mm","bracelet-en-dumortierite-6-mm","https://milaura.fr/products/bracelet-en-dumortierite-6-mm","Dumortiérite","dumortierite","2026-08-30",125,503,"stone_description_too_short","story_text_wrongly_rendered"
"10675369967963","Collier en apatite bleue 4 mm - 45 cm","collier-en-apatite-bleue-4-mm-45-cm","https://milaura.fr/products/collier-en-apatite-bleue-4-mm-45-cm","Apatite bleue","apatite-bleue","2026-08-30",136,523,"stone_description_too_short","story_text_wrongly_rendered"
"10675369541979","Collier en améthyste du Brésil 4 mm - 45 cm","collier-en-amethyste-du-bresil-4-mm-45-cm","https://milaura.fr/products/collier-en-amethyste-du-bresil-4-mm-45-cm","Améthyste","amethyste","2026-08-30",119,514,"stone_description_too_short","story_text_wrongly_rendered"
"10675369115995","Bracelet en pierre de soleil noire orangée 10 mm - 16 à 18 cm","bracelet-en-pierre-de-soleil-noire-orangee-10-mm-16-a-18-cm","https://milaura.fr/products/bracelet-en-pierre-de-soleil-noire-orangee-10-mm-16-a-18-cm","Pierre de soleil noire orangée","pierre-de-soleil","2026-08-30",108,499,"stone_description_too_short","story_text_wrongly_rendered"
"10675368722779","Bracelet en pierre de lune multicolore 10 mm - 16 à 18 cm","bracelet-en-pierre-de-lune-multicolore-10-mm-16-a-18-cm","https://milaura.fr/products/bracelet-en-pierre-de-lune-multicolore-10-mm-16-a-18-cm","Pierre de lune multicolore","pierre-de-lune","2026-08-30",102,493,"stone_description_too_short","story_text_wrongly_rendered"
"10675368296795","Bracelet en cornaline 8 mm - 16 à 18 cm","bracelet-en-cornaline-8-mm-16-a-18-cm","https://milaura.fr/products/bracelet-en-cornaline-8-mm-16-a-18-cm","Cornaline","cornaline","2026-08-30",105,469,"stone_description_too_short","story_text_wrongly_rendered"
"10675367870811","Bracelet en chrysocolle du Congo 8 mm - 16 à 18 cm","bracelet-en-chrysocolle-du-congo-8-mm-16-a-18-cm","https://milaura.fr/products/bracelet-en-chrysocolle-du-congo-8-mm-16-a-18-cm","Chrysocolle du Congo","chrysocolle","2026-08-30",104,480,"stone_description_too_short","story_text_wrongly_rendered"
"10675367444827","Bracelet en angélite 8 mm - 16 à 18 cm","bracelet-en-angelite-8-mm-16-a-18-cm","https://milaura.fr/products/bracelet-en-angelite-8-mm-16-a-18-cm","Angélite","angelite","2026-08-30",87,449,"stone_description_too_short","story_text_wrongly_rendered"
"10670434713947","Bracelet baroque en obsidienne mixte - 16 à 18 cm","bracelet-baroque-en-obsidienne-mixte-16-a-18-cm","https://milaura.fr/products/bracelet-baroque-en-obsidienne-mixte-16-a-18-cm","Obsidienne mixte","obsidienne","2026-08-30",120,479,"stone_description_too_short","story_text_wrongly_rendered"
"10675367084379","Bracelet en jaspe héliotrope du Brésil 6 mm - 16 à 18 cm","bracelet-en-jaspe-heliotrope-du-bresil-6-mm-16-a-18-cm","https://milaura.fr/products/bracelet-en-jaspe-heliotrope-du-bresil-6-mm-16-a-18-cm","Jaspe héliotrope","jaspe-heliotrope","2026-08-30",114,474,"stone_description_too_short","story_text_wrongly_rendered"
"10675366592859","Bracelet en corail fossile 6 mm - 16 à 18 cm","bracelet-en-corail-fossile-6-mm-16-a-18-cm","https://milaura.fr/products/bracelet-en-corail-fossile-6-mm-16-a-18-cm","Corail fossile","corail-fossile","2026-08-30",106,475,"stone_description_too_short","story_text_wrongly_rendered"
"10675366166875","Bracelet en tourmaline multicolore 4 mm - 16 à 18 cm","bracelet-en-tourmaline-multicolore-4-mm-16-a-18-cm","https://milaura.fr/products/bracelet-en-tourmaline-multicolore-4-mm-16-a-18-cm","Tourmaline multicolore","tourmaline","2026-08-30",107,501,"stone_description_too_short","story_text_wrongly_rendered"
"10670436057435","Bracelet en lapis-lazuli 4 mm - 16 à 18 cm","bracelet-en-lapis-lazuli-4-mm-16-a-18-cm","https://milaura.fr/products/bracelet-en-lapis-lazuli-4-mm-16-a-18-cm","Lapis-lazuli","lapis-lazuli","2026-08-30",116,497,"stone_description_too_short","story_text_wrongly_rendered"
"10670434451803","Bracelet Mira doré en améthyste et cristal de roche - 16 à 22 cm","bracelet-mira-dore-en-amethyste-et-cristal-de-roche-16-a-22-cm","https://milaura.fr/products/bracelet-mira-dore-en-amethyste-et-cristal-de-roche-16-a-22-cm","Améthyste et cristal de roche","amethyste","2026-08-30",123,538,"stone_description_too_short","story_text_wrongly_rendered"
"10670434353499","Bracelet Kahel argenté en onyx et pierre de lave 8 mm","bracelet-kahel-argente-en-onyx-et-pierre-de-lave-8-mm","https://milaura.fr/products/bracelet-kahel-argente-en-onyx-et-pierre-de-lave-8-mm","Onyx et pierre de lave","onyx","2026-08-30",99,509,"stone_description_too_short","story_text_wrongly_rendered"
"10670433993051","Boucles d'oreilles Ornel dorées en hématite et lapis-lazuli - 35 mm","boucles-d-oreilles-ornel-dorees-en-hematite-et-lapis-lazuli-35-mm","https://milaura.fr/products/boucles-d-oreilles-ornel-dorees-en-hematite-et-lapis-lazuli-35-mm","Lapis-lazuli et hématite","lapis-lazuli","2026-08-30",113,538,"stone_description_too_short","story_text_wrongly_rendered"
"10357490385243","Collier en jade de Chine 6 mm - 45 cm","collier-en-jade-de-chine-6-mm-45-cm","https://milaura.fr/products/collier-en-jade-de-chine-6-mm-45-cm","Jade de Chine","jade","2026-08-30",114,505,"stone_description_too_short","story_text_wrongly_rendered"
"10670434189659","Bracelet Aska noir en lapis-lazuli et onyx","bracelet-aska-noir-en-lapis-lazuli-et-onyx","https://milaura.fr/products/bracelet-aska-noir-en-lapis-lazuli-et-onyx","Lapis-lazuli et onyx","lapis-lazuli","2026-08-30",105,532,"stone_description_too_short","story_text_wrongly_rendered"
"10669971964251","Bracelet en aventurine verte 4 mm - 16 à 18 cm","bracelet-en-aventurine-verte-4-mm-16-a-18-cm","https://milaura.fr/products/bracelet-en-aventurine-verte-4-mm-16-a-18-cm","Aventurine verte","aventurine-verte","2026-08-30",122,480,"stone_description_too_short","story_text_wrongly_rendered"
"10669962461531","Bracelet en rhodonite d'Australie 6 mm - 16 à 18 cm","bracelet-en-rhodonite-d-australie-6-mm-16-a-18-cm","https://milaura.fr/products/bracelet-en-rhodonite-d-australie-6-mm-16-a-18-cm","Rhodonite d'Australie","rhodonite","2026-08-30",133,472,"stone_description_too_short","story_text_wrongly_rendered"
"10670433698139","Collier en aventurine verte 6 mm - 45 cm","collier-en-aventurine-verte-6-mm-45-cm","https://milaura.fr/products/collier-en-aventurine-verte-6-mm-45-cm","Aventurine verte","aventurine-verte","2026-08-30",115,494,"stone_description_too_short","story_text_wrongly_rendered"
"10669964394843","Bracelet en lépidolite 8 mm - 16 à 18 cm","bracelet-en-lepidolite-8-mm-16-a-18-cm","https://milaura.fr/products/bracelet-en-lepidolite-8-mm-16-a-18-cm","Lépidolite","lepidolite","2026-08-30",116,470,"stone_description_too_short","story_text_wrongly_rendered"
"10669955973467","Collier Nuage argenté en aigue-marine 4 mm - 40 à 45 cm","collier-nuage-argente-en-aigue-marine-4-mm-40-a-45-cm","https://milaura.fr/products/collier-nuage-argente-en-aigue-marine-4-mm-40-a-45-cm","Aigue-marine","aigue-marine","2026-08-30",115,525,"stone_description_too_short","story_text_wrongly_rendered"
"10669950107995","Bracelet en turquoise d'Afrique 6 mm - 16 à 18 cm","bracelet-en-turquoise-d-afrique-6-mm-16-a-18-cm","https://milaura.fr/products/bracelet-en-turquoise-d-afrique-6-mm-16-a-18-cm","Turquoise d'Afrique","turquoise","2026-08-30",117,474,"stone_description_too_short","story_text_wrongly_rendered"
"10669861110107","Bracelet Aska noir en oeil de taureau et onyx 6 mm","bracelet-aska-noir-en-oeil-de-taureau-et-onyx-6-mm","https://milaura.fr/products/bracelet-aska-noir-en-oeil-de-taureau-et-onyx-6-mm","Oeil de taureau et onyx","oeil-de-taureau","2026-08-30",117,495,"stone_description_too_short","story_text_wrongly_rendered"
"10669860487515","Bracelet Aska noir en labradorite et onyx 6 mm","bracelet-aska-noir-en-labradorite-et-onyx-6-mm","https://milaura.fr/products/bracelet-aska-noir-en-labradorite-et-onyx-6-mm","Labradorite et onyx","labradorite","2026-08-30",131,494,"stone_description_too_short","story_text_wrongly_rendered"
"10669859209563","Bracelet en bois de palo santo 10 mm","bracelet-en-bois-de-palo-santo-10-mm","https://milaura.fr/products/bracelet-en-bois-de-palo-santo-10-mm","Palo santo","","2026-08-30",113,468,"stone_description_too_short","story_text_wrongly_rendered"
"10669861470555","Bracelet Aska noir en oeil de tigre et onyx 6 mm","bracelet-aska-noir-en-oeil-de-tigre-et-onyx-6-mm","https://milaura.fr/products/bracelet-aska-noir-en-oeil-de-tigre-et-onyx-6-mm","Oeil de tigre et onyx","oeil-de-tigre","2026-08-30",104,492,"stone_description_too_short","story_text_wrongly_rendered"
"10669856293211","Bracelet en agate fleur de cerisier 10 mm","bracelet-en-agate-fleur-de-cerisier-10-mm","https://milaura.fr/products/bracelet-en-agate-fleur-de-cerisier-10-mm","Agate fleur de cerisier","agate","2026-08-30",108,467,"stone_description_too_short","story_text_wrongly_rendered"
"10669855277403","Bracelet en oeil de tigre 8 mm - 16 à 18 cm","bracelet-en-oeil-de-tigre-8-mm-16-a-18-cm","https://milaura.fr/products/bracelet-en-oeil-de-tigre-8-mm-16-a-18-cm","Oeil de tigre","oeil-de-tigre","2026-08-30",109,474,"stone_description_too_short","story_text_wrongly_rendered"
"10669857702235","Bracelet en fluorine multicolore 10 mm","bracelet-en-fluorine-multicolore-10-mm","https://milaura.fr/products/bracelet-en-fluorine-multicolore-10-mm","Fluorine multicolore","fluorine","2026-08-30",114,502,"stone_description_too_short","story_text_wrongly_rendered"
"10669791347035","Bracelet Eira doré en lapis-lazuli 6 mm","bracelet-eira-dore-en-lapis-lazuli-6-mm","https://milaura.fr/products/bracelet-eira-dore-en-lapis-lazuli-6-mm","Lapis-lazuli","lapis-lazuli","2026-08-30",116,369,"stone_description_too_short","story_text_wrongly_rendered"
"10669857243483","Bracelet en améthyste du Brésil 10 mm","bracelet-en-amethyste-du-bresil-10-mm","https://milaura.fr/products/bracelet-en-amethyste-du-bresil-10-mm","Améthyste","amethyste","2026-08-30",110,470,"stone_description_too_short","story_text_wrongly_rendered"
"10669854392667","Bracelet en apatite bleue 6 mm - 14 à 16 cm","bracelet-en-apatite-bleue-6-mm-14-a-16-cm","https://milaura.fr/products/bracelet-en-apatite-bleue-6-mm-14-a-16-cm","Apatite bleue","apatite-bleue","2026-08-30",123,460,"stone_description_too_short","story_text_wrongly_rendered"
"10678649454939","Plaque Arbre de Vie en bois de tilleul - 10 cm","plaque-arbre-de-vie-en-bois-de-tilleul-10-cm","https://milaura.fr/products/plaque-arbre-de-vie-en-bois-de-tilleul-10-cm","Bois de tilleul","","2026-08-30",0,431,"missing_stone_description","story_text_wrongly_rendered"
"10678649848155","Rouleau de massage visage en jade de Chine à deux têtes","rouleau-de-massage-visage-en-jade-de-chine-a-deux-tetes","https://milaura.fr/products/rouleau-de-massage-visage-en-jade-de-chine-a-deux-tetes","Jade de Chine","jade","2026-08-30",102,465,"stone_description_too_short","story_text_wrongly_rendered"
"10678647521627","Collier en œil de tigre 6 mm - 45 cm","collier-en-oeil-de-tigre-6-mm-45-cm","https://milaura.fr/products/collier-en-oeil-de-tigre-6-mm-45-cm","Œil de tigre","oeil-de-tigre","2026-08-30",103,500,"stone_description_too_short","story_text_wrongly_rendered"
"10678648308059","Collier en rhodonite de Madagascar 6 mm - 45 cm","collier-en-rhodonite-de-madagascar-6-mm-45-cm","https://milaura.fr/products/collier-en-rhodonite-de-madagascar-6-mm-45-cm","Rhodonite de Madagascar","rhodonite","2026-08-30",109,500,"stone_description_too_short","story_text_wrongly_rendered"
"10678646866267","Collier en œil de taureau 6 mm - 45 cm","collier-en-oeil-de-taureau-6-mm-45-cm","https://milaura.fr/products/collier-en-oeil-de-taureau-6-mm-45-cm","Œil de taureau","oeil-de-taureau","2026-08-30",97,506,"stone_description_too_short","story_text_wrongly_rendered"
"10678645522779","Collier en lapis-lazuli d'Afghanistan 4 mm - 45 cm","collier-en-lapis-lazuli-d-afghanistan-4-mm-45-cm","https://milaura.fr/products/collier-en-lapis-lazuli-d-afghanistan-4-mm-45-cm","Lapis-lazuli d'Afghanistan","lapis-lazuli","2026-08-30",121,521,"stone_description_too_short","story_text_wrongly_rendered"
"10678646309211","Collier en hématite 6 mm - 45 cm","collier-en-hematite-6-mm-45-cm","https://milaura.fr/products/collier-en-hematite-6-mm-45-cm","Hématite","hematite","2026-08-30",95,504,"stone_description_too_short","story_text_wrongly_rendered"
"10678645883227","Collier en howlite blanche 6 mm - 45 cm","collier-en-howlite-blanche-6-mm-45-cm","https://milaura.fr/products/collier-en-howlite-blanche-6-mm-45-cm","Howlite blanche","howlite","2026-08-30",103,500,"stone_description_too_short","story_text_wrongly_rendered"
"10678648996187","Orgonite pyramide Cercle magique en améthyste - 60 mm","orgonite-pyramide-cercle-magique-en-amethyste-60-mm","https://milaura.fr/products/orgonite-pyramide-cercle-magique-en-amethyste-60-mm","Améthyste","amethyste","2026-08-29",157,802,"stone_description_too_short","story_text_wrongly_rendered"
"10678648701275","Orgonite pyramide Arbre de Vie en améthyste - 60 mm","orgonite-pyramide-arbre-de-vie-en-amethyste-60-mm","https://milaura.fr/products/orgonite-pyramide-arbre-de-vie-en-amethyste-60-mm","Améthyste","amethyste","2026-08-29",157,786,"stone_description_too_short","story_text_wrongly_rendered"
"10357429371227","Boucles d'oreilles puces en quartz rose 6 mm","boucles-d-oreilles-puces-en-quartz-rose-6-mm","https://milaura.fr/products/boucles-d-oreilles-puces-en-quartz-rose-6-mm","Quartz rose","quartz-rose","2026-08-29",101,492,"stone_description_too_short","story_text_wrongly_rendered"
"10669860192603","Bague ouverte en argent 925 et aigue-marine 7 mm","bague-ouverte-en-argent-925-et-aigue-marine-7-mm","https://milaura.fr/products/bague-ouverte-en-argent-925-et-aigue-marine-7-mm","Aigue-marine","aigue-marine","2026-08-25",119,508,"stone_description_too_short","story_text_wrongly_rendered"
"10357705867611","Distributeur de savon en aventurine verte brute - 100 à 150 mm","distributeur-de-savon-en-aventurine-verte-brute-100-a-150-mm","https://milaura.fr/products/distributeur-de-savon-en-aventurine-verte-brute-100-a-150-mm","Aventurine verte","aventurine-verte","2026-08-28",109,790,"stone_description_too_short","story_text_wrongly_rendered"
"10557518381403","Bracelet Halo doré en aventurine verte 4 mm","bracelet-halo-dore-en-aventurine-verte-4-mm","https://milaura.fr/products/bracelet-halo-dore-en-aventurine-verte-4-mm","Aventurine verte","aventurine-verte","2026-08-28",85,368,"stone_description_too_short","story_text_wrongly_rendered"
"10637459095899","Bracelet doré en aigue-marine naturelle - 16 à 21 cm","bracelet-dore-en-aigue-marine-naturelle-16-a-21-cm","https://milaura.fr/products/bracelet-dore-en-aigue-marine-naturelle-16-a-21-cm","Aigue-marine","aigue-marine","2026-08-28",186,1037,"stone_description_too_short","story_text_wrongly_rendered"
"10637054738779","Bague ouverte dorée en aigue-marine naturelle - Taille 54","bague-ouverte-doree-en-aigue-marine-naturelle-taille-54","https://milaura.fr/products/bague-ouverte-doree-en-aigue-marine-naturelle-taille-54","Aigue-marine","aigue-marine","2026-08-28",217,731,"stone_description_too_short","story_text_wrongly_rendered"
"10359677747547","Pendule 7 chakras hexagonal avec améthyste","pendule-7-chakras-hexagonal-avec-amethyste","https://milaura.fr/products/pendule-7-chakras-hexagonal-avec-amethyste","Améthyste et association 7 chakras","amethyste","2026-08-28",117,901,"stone_description_too_short","story_text_wrongly_rendered"
"10358876209499","Pendule hexagonal en améthyste du Brésil","pendule-hexagonal-en-amethyste-du-bresil","https://milaura.fr/products/pendule-hexagonal-en-amethyste-du-bresil","Améthyste","amethyste","2026-08-28",123,894,"stone_description_too_short","story_text_wrongly_rendered"
"10358581166427","Pendule égyptien en quartz rose du Brésil","pendule-egyptien-en-quartz-rose-du-bresil","https://milaura.fr/products/pendule-egyptien-en-quartz-rose-du-bresil","Quartz rose","quartz-rose","2026-08-28",111,886,"stone_description_too_short","story_text_wrongly_rendered"
"10357432353115","Boucles d'oreilles puces en quartz rose 10 mm","boucles-d-oreilles-puces-en-quartz-rose-10-mm","https://milaura.fr/products/boucles-d-oreilles-puces-en-quartz-rose-10-mm","Quartz rose","quartz-rose","2026-08-28",111,475,"stone_description_too_short","story_text_wrongly_rendered"
"10357431796059","Boucles d'oreilles puces en quartz rose 8 mm","boucles-d-oreilles-puces-en-quartz-rose-8-mm","https://milaura.fr/products/boucles-d-oreilles-puces-en-quartz-rose-8-mm","Quartz rose","quartz-rose","2026-08-28",111,474,"stone_description_too_short","story_text_wrongly_rendered"
"10357430649179","Boucles d'oreilles puces en cornaline 8 mm","boucles-d-oreilles-puces-en-cornaline-8-mm","https://milaura.fr/products/boucles-d-oreilles-puces-en-cornaline-8-mm","Cornaline","cornaline","2026-08-28",107,467,"stone_description_too_short","story_text_wrongly_rendered"
"10669957775707","Galet anti-stress en aventurine verte – 45 à 50 mm","pierre-roulee-en-aventurine-verte-galet-45-a-50-mm","https://milaura.fr/products/pierre-roulee-en-aventurine-verte-galet-45-a-50-mm","Aventurine verte","aventurine-verte","2026-08-25",119,767,"stone_description_too_short","story_text_wrongly_rendered"
"10669418283355","Chapelet en obsidienne noire - Perles de 6 mm","chapelet-en-obsidienne-noire-perles-de-6-mm","https://milaura.fr/products/chapelet-en-obsidienne-noire-perles-de-6-mm","Obsidienne noire","obsidienne-noire","2026-08-25",140,492,"stone_description_too_short","story_text_wrongly_rendered"
"10669625344347","Bracelet Halo doré en sodalite 4 mm","bracelet-halo-dore-en-sodalite-4-mm","https://milaura.fr/products/bracelet-halo-dore-en-sodalite-4-mm","Sodalite","sodalite","2026-08-25",94,640,"stone_description_too_short","story_text_wrongly_rendered"
