shopify_product_id,title,handle,public_url,ean_sku_barcode,shopify_inventory_quantity,inventory_policy,public_purchase_state,supplier_identity_method,supplier_identity_evidence,supplier_title,supplier_ref,supplier_url,supplier_availability,supplier_availability_evidence,supplier_checked_at,conversion_priority,collection_page_1_evidence,collections_checked_at,recommendation_not_executed
10359674765659,Orgonite Pointe Lapis-Lazuli,pointe-lapis-lazuli,https://milaura.fr/products/pointe-lapis-lazuli,3667407000407,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P0,"Pierres & Minéraux (rang 1, première page observée)",2026-09-07T15:48:17+02:00,Urgent: ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
10357650948443,Pendentif Œil de Sainte Lucie,pendentif-oeil-de-sainte-lucie,https://milaura.fr/products/pendentif-oeil-de-sainte-lucie,3667407010741,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P0,"Pendentifs (rang 6, première page observée)",2026-09-07T15:48:17+02:00,Urgent: ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
10358875881819,Œuf de Yoni Cristal de Roche,oeufs-cristal-de-roche,https://milaura.fr/products/oeufs-cristal-de-roche,3701459064946,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P0,"Pierres & Minéraux (rang 4, première page observée)",2026-09-07T15:48:17+02:00,Urgent: ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
10357681619291,Baguette Pyrite,bague-pyrite,https://milaura.fr/products/bague-pyrite,3701459092857,0,DENY,out_of_stock_non_buyable,exact_reference,EAN/SKU Shopify 3701459092857 = référence fournisseur 3701459092857.,BAGUETTE MODÈLE 02 PYRITE A (1 PIÈCE),3701459092857,https://camille-ambiance-nature.fr/produit/baguette-mod%C3%A8le-02-pyrite-a-1-pi%C3%A8ce,orderable,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07T15:47:45+02:00,P1,Aucune présence observée dans la première page des 12 collections majeures contrôlées.,2026-09-07T15:48:17+02:00,"candidat à la vente fournisseur: valider délai, prix, unité de vente, contenu et photos, puis appliquer le marqueur interne Produit à commander avant réouverture. Aucune action exécutée."
10357443330395,Bracelet Baroque Séraphinite,bracelet-seraphinite,https://milaura.fr/products/bracelet-seraphinite,3701459058181,0,DENY,out_of_stock_non_buyable,exact_reference,EAN/SKU Shopify 3701459058181 = référence fournisseur 3701459058181.,BRACELET BAROQUE SÉRAPHINITE AA (LOT 3 PIÈCES),3701459058181,https://camille-ambiance-nature.fr/produit/bracelet-baroque-seraphinite-aa-lot-3-pi%C3%A8ces,orderable,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07T15:47:45+02:00,P1,Aucune présence observée dans la première page des 12 collections majeures contrôlées.,2026-09-07T15:48:17+02:00,"candidat à la vente fournisseur: valider délai, prix, unité de vente, contenu et photos, puis appliquer le marqueur interne Produit à commander avant réouverture. Aucune action exécutée."
10402430452059,Collier Jaspe Rouge,collier-boule-06mm-jaspe-rouge-a,https://milaura.fr/products/collier-boule-06mm-jaspe-rouge-a,,0,DENY,out_of_stock_non_buyable,exact_supplier_handle,Handle Shopify collier-boule-06mm-jaspe-rouge-a = handle fournisseur collier-boule-06mm-jaspe-rouge-a.,COLLIER BOULE 06MM JASPE ROUGE A,3701459074594,https://camille-ambiance-nature.fr/produit/collier-boule-06mm-jaspe-rouge-a,orderable,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07T15:47:45+02:00,P1,Aucune présence observée dans la première page des 12 collections majeures contrôlées.,2026-09-07T15:48:17+02:00,"candidat à la vente fournisseur: valider délai, prix, unité de vente, contenu et photos, puis appliquer le marqueur interne Produit à commander avant réouverture. Aucune action exécutée."
10357493203291,Collier Pyrite,collier-pyrite-1,https://milaura.fr/products/collier-pyrite-1,3701459074938,0,DENY,out_of_stock_non_buyable,exact_reference,EAN/SKU Shopify 3701459074938 = référence fournisseur 3701459074938.,COLLIER BOULE 08MM PYRITE A,3701459074938,https://camille-ambiance-nature.fr/produit/collier-boule-08mm-pyrite-a,orderable,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07T15:47:45+02:00,P1,Aucune présence observée dans la première page des 12 collections majeures contrôlées.,2026-09-07T15:48:17+02:00,"candidat à la vente fournisseur: valider délai, prix, unité de vente, contenu et photos, puis appliquer le marqueur interne Produit à commander avant réouverture. Aucune action exécutée."
10358581625179,Pendule Labradorite,pendule-labradorite,https://milaura.fr/products/pendule-labradorite,3701459037612,0,DENY,out_of_stock_non_buyable,exact_reference,EAN/SKU Shopify 3701459037612 = référence fournisseur 3701459037612.,PENDULE HEXAGONAL LABRADORITE AB (LOT 3 PIÈCES),3701459037612,https://camille-ambiance-nature.fr/produit/pendule-hexagonal-labradorite-ab-lot-3-pieces,orderable,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07T15:47:45+02:00,P1,Aucune présence observée dans la première page des 12 collections majeures contrôlées.,2026-09-07T15:48:17+02:00,"candidat à la vente fournisseur: valider délai, prix, unité de vente, contenu et photos, puis appliquer le marqueur interne Produit à commander avant réouverture. Aucune action exécutée."
10357688631643,Pendule Œil de Tigre,pendule-oeil-de-tigre,https://milaura.fr/products/pendule-oeil-de-tigre,3701459037650,0,DENY,out_of_stock_non_buyable,exact_reference,EAN/SKU Shopify 3701459037650 = référence fournisseur 3701459037650.,PENDULE HEXAGONAL OEIL DE TIGRE A (LOT 3 PIÈCES),3701459037650,https://camille-ambiance-nature.fr/produit/pendule-hexagonal-oeil-de-tigre-a-lot-3-pieces,orderable,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07T15:47:45+02:00,P1,Aucune présence observée dans la première page des 12 collections majeures contrôlées.,2026-09-07T15:48:17+02:00,"candidat à la vente fournisseur: valider délai, prix, unité de vente, contenu et photos, puis appliquer le marqueur interne Produit à commander avant réouverture. Aucune action exécutée."
10357443854683,Bracelet Baroque Spinelle Noire,bracelet-spinelle-noire,https://milaura.fr/products/bracelet-spinelle-noire,3701459019458,0,DENY,out_of_stock_non_buyable,exact_reference,EAN/SKU Shopify 3701459019458 = référence fournisseur 3701459019458.,BRACELET BAROQUE SPINELLE NOIRE A (LOT 5 PIÈCES),3701459019458,https://camille-ambiance-nature.fr/produit/bracelet-baroque-spinelle-noire-a-lot-5-pi%C3%A8ces,rupture,Primary Rupture control observed on the authenticated supplier page.,2026-09-07T15:47:45+02:00,P1,Aucune présence observée dans la première page des 12 collections majeures contrôlées.,2026-09-07T15:48:17+02:00,"retirer des mises en avant et des campagnes tant que Camille est en rupture; décider ensuite maintien, attente ou retrait avec traitement SEO séparé. Aucune action exécutée."
10358580805979,Pendule Sodalite,pendule-sodalite,https://milaura.fr/products/pendule-sodalite,3701459053834,0,DENY,out_of_stock_non_buyable,exact_reference,EAN/SKU Shopify 3701459053834 = référence fournisseur 3701459053834.,PENDULE CONIQUE SODALITE NAMIBIE A (LOT 3 PIÈCES),3701459053834,https://camille-ambiance-nature.fr/produit/pendule-conique-sodalite-namibie-a-lot-3-pi%C3%A8ces,rupture,Primary Rupture control observed on the authenticated supplier page.,2026-09-07T15:47:45+02:00,P1,Aucune présence observée dans la première page des 12 collections majeures contrôlées.,2026-09-07T15:48:17+02:00,"retirer des mises en avant et des campagnes tant que Camille est en rupture; décider ensuite maintien, attente ou retrait avec traitement SEO séparé. Aucune action exécutée."
10357682766171,Baguette Améthyste,bague-amethyste-1,https://milaura.fr/products/bague-amethyste-1,3701459094295,0,DENY,out_of_stock_non_buyable,manual_verification_required,"Candidat non concluant: méthode ambiguous, confiance 0.5714. Vérification humaine requise.",BAGUETTE MODÈLE 01 AMÉTHYSTE BRÉSIL A (1 PIÈCE),3701459092789,https://camille-ambiance-nature.fr/produit/baguette-mod%C3%A8le-01-amethyste-bresil-a--1-pi%C3%A8ce,manual_match_required,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07T15:47:45+02:00,P1,Aucune présence observée dans la première page des 12 collections majeures contrôlées.,2026-09-07T15:48:17+02:00,"résoudre manuellement l'identité fournisseur avant tout changement de vente, stock, contenu ou publicité. Aucune action exécutée."
10402433433947,Plaque Bois Fleur de Vie,plaque-bois-fleur-de-vie-pleine-creuse-150mm,https://milaura.fr/products/plaque-bois-fleur-de-vie-pleine-creuse-150mm,,0,DENY,out_of_stock_non_buyable,manual_verification_required,"Candidat non concluant: méthode ambiguous, confiance 0.5455. Vérification humaine requise.",PLAQUE BOIS MODÈLE 24 FLEUR DE VIE PLEINE DÉCOUPÉE 250MM (1 PIÈCE),3667407007284,https://camille-ambiance-nature.fr/produit/plaque-bois-modele-24-fleur-de-vie-pleine-decoupee-250mm-1-piece,manual_match_required,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07T15:47:45+02:00,P1,Aucune présence observée dans la première page des 12 collections majeures contrôlées.,2026-09-07T15:48:17+02:00,"résoudre manuellement l'identité fournisseur avant tout changement de vente, stock, contenu ou publicité. Aucune action exécutée."
10357467611483,Bracelet Libérite Bleue 8mm,bracelet-liberite-bleue-1,https://milaura.fr/products/bracelet-liberite-bleue-1,3701459010738,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P1,Aucune présence observée dans la première page des 12 collections majeures contrôlées.,2026-09-07T15:48:17+02:00,ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
10357482062171,Bracelet Opale Dendrite 8mm,bracelet-opale-dendrite,https://milaura.fr/products/bracelet-opale-dendrite,3701459011599,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P1,Aucune présence observée dans la première page des 12 collections majeures contrôlées.,2026-09-07T15:48:17+02:00,ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
10357457256795,Bracelet Péridot 6mm,bracelet-peridot-1,https://milaura.fr/products/bracelet-peridot-1,3701459070008,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P1,Aucune présence observée dans la première page des 12 collections majeures contrôlées.,2026-09-07T15:48:17+02:00,ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
10357459878235,Bracelet Sélénite 6mm,bracelet-selenite,https://milaura.fr/products/bracelet-selenite,3701459066049,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P1,Aucune présence observée dans la première page des 12 collections majeures contrôlées.,2026-09-07T15:48:17+02:00,ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
10504051032411,Pochon en velours camel - Ecrin Mil'Aura,pochon-en-velours-camel-ecrin-milaura,https://milaura.fr/products/pochon-en-velours-camel-ecrin-milaura,MILAURA-POCHON-CAMEL-100120,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P1,Aucune présence observée dans la première page des 12 collections majeures contrôlées.,2026-09-07T15:48:17+02:00,ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
