shopify_product_id,title,handle,online_store_url,inventory_quantity,inventory_policy,stone_name,stone_handle,stone_benefits,qualite,provenance,current_stone_description,current_stone_description_length,story_text_length,rewrite_class,proposed_stone_description,patrice_copy_decision
10694252396891,Bracelet baroque en citrine chauffée - 16 à 18 cm,bracelet-baroque-en-citrine-chauffee-16-a-18-cm,https://milaura.fr/products/bracelet-baroque-en-citrine-chauffee-16-a-18-cm,4,DENY,Citrine chauffée,citrine,Énergie et confiance,Qualité A - Bonne,,"La citrine chauffée de ce bracelet présente des éclats transparents à légèrement nuageux, dans des tons jaune clair et miel. La mention chauffée est indiquée dans son nom.",171,472,stone_copy_too_short,"La citrine chauffée de ce bracelet présente des éclats transparents à légèrement nuageux, dans des tons jaune clair et miel. La mention chauffée est indiquée dans son nom. En lithothérapie, la citrine chauffée est associée à l'énergie et à la confiance.",
10694247350619,Bracelet baroque en aventurine verte - 16 à 18 cm,bracelet-baroque-en-aventurine-verte-16-a-18-cm,https://milaura.fr/products/bracelet-baroque-en-aventurine-verte-16-a-18-cm,3,DENY,Aventurine verte,aventurine-verte,Confiance et apaisement,Qualité A - Bonne,,"L'aventurine de ce bracelet présente un vert doux, parfois plus clair ou légèrement translucide. Les éclats polis gardent des contours de tailles différentes.",158,476,stone_copy_too_short,"L'aventurine de ce bracelet présente un vert doux, parfois plus clair ou légèrement translucide. Les éclats polis gardent des contours de tailles différentes. En lithothérapie, l'aventurine verte est associée à la confiance et à l'apaisement.",
10693995168091,Accessoire minéral Bouddha en cristal de roche - 40 mm,accessoire-mineral-bouddha-en-cristal-de-roche-40-mm,https://milaura.fr/products/accessoire-mineral-bouddha-en-cristal-de-roche-40-mm,1,DENY,Cristal de roche,cristal-de-roche,Clarté et énergie,Qualité A - Bonne,,"Le cristal de roche de cette figurine a un aspect blanc laiteux, avec des zones plus ou moins translucides. Il n'est pas uniformément transparent.",146,462,stone_copy_too_short,"Le cristal de roche de cette figurine a un aspect blanc laiteux, avec des zones plus ou moins translucides. Il n'est pas uniformément transparent. En lithothérapie, le cristal de roche est associé à la clarté et à l'énergie. La couleur, les inclusions et le dessin minéral peuvent donc différer naturellement d'un exemplaire à l'autre.",
10693966266715,Pendentif cœur en fluorine verte 15 mm,pendentif-coeur-en-fluorine-verte-15-mm,https://milaura.fr/products/pendentif-coeur-en-fluorine-verte-15-mm,9,DENY,Fluorine verte,fluorine,Concentration et équilibre,Qualité AA - Très élevée,,La fluorine de ce cœur présente un vert pâle nuageux et légèrement translucide. Ses inclusions peuvent varier entre les exemplaires.,132,450,stone_copy_too_short,"La fluorine de ce cœur présente un vert pâle nuageux et légèrement translucide. Ses inclusions peuvent varier entre les exemplaires. En lithothérapie, la fluorine verte est associée à la concentration et à l'équilibre. La couleur, les inclusions et le dessin minéral peuvent donc différer naturellement d'un exemplaire à l'autre.",
10693992972635,Distributeur de savon en quartz rose - 100 à 150 mm,distributeur-de-savon-en-quartz-rose-100-a-150-mm,https://milaura.fr/products/distributeur-de-savon-en-quartz-rose-100-a-150-mm,2,DENY,Quartz rose,quartz-rose,Amour et apaisement,Qualité A - Bonne,,"Le corps en quartz rose présente une teinte rose laiteuse et des zones plus claires. Les faces sont légèrement irrégulières, sans aspect de cristal hérissé.",156,460,stone_copy_too_short,"Le corps en quartz rose présente une teinte rose laiteuse et des zones plus claires. Les faces sont légèrement irrégulières, sans aspect de cristal hérissé. En lithothérapie, le quartz rose est associé à l'amour et à l'apaisement. La couleur, les inclusions et le dessin minéral peuvent donc différer naturellement d'un exemplaire à l'autre.",
10694000738651,Bracelet baroque en ambre jaune - 16 à 18 cm,bracelet-baroque-en-ambre-jaune-16-a-18-cm,https://milaura.fr/products/bracelet-baroque-en-ambre-jaune-16-a-18-cm,3,DENY,Ambre jaune,ambre,Énergie et chaleur,Qualité A+ - Élevée,,"L'ambre jaune est une résine fossile. Ce bracelet mêle des éclats transparents jaune miel et cognac à des éléments plus laiteux, avec des formes irrégulières.",158,443,stone_copy_too_short,"L'ambre jaune est une résine fossile. Ce bracelet mêle des éclats transparents jaune miel et cognac à des éléments plus laiteux, avec des formes irrégulières. En lithothérapie, l'ambre jaune est associé à l'énergie et à la chaleur. D'un éclat à l'autre, l'intensité de la couleur et la répartition des inclusions peuvent donc varier.",
10693997953371,Accessoire minéral Bouddha en jaspe rouge - 50 mm,accessoire-mineral-bouddha-en-jaspe-rouge-50-mm,https://milaura.fr/products/accessoire-mineral-bouddha-en-jaspe-rouge-50-mm,1,DENY,Jaspe rouge,jaspe-rouge,Ancrage et énergie,Qualité A - Bonne,,Le jaspe rouge de cette figurine est opaque. Des veines sombres et des variations rouge brique traversent la pierre ; leur dessin varie selon l'exemplaire.,155,462,stone_copy_too_short,"Le jaspe rouge de cette figurine est opaque. Des veines sombres et des variations rouge brique traversent la pierre ; leur dessin varie selon l'exemplaire. En lithothérapie, le jaspe rouge est associé à l'ancrage et à l'énergie. La couleur, les inclusions et le dessin minéral peuvent donc différer naturellement d'un exemplaire à l'autre.",
10693964497243,"Bracelet en aigue-marine 4,5 à 5,5 mm - 16 à 18 cm",bracelet-en-aigue-marine-4-5-a-5-5-mm-16-a-18-cm,https://milaura.fr/products/bracelet-en-aigue-marine-4-5-a-5-5-mm-16-a-18-cm,1,DENY,Aigue-marine,aigue-marine,Apaisement et expression,Qualité AA - Très élevée,,"Les perles d'aigue-marine alternent des zones bleu clair, translucides et nuageuses. Leur diamètre varie de 4,5 à 5,5 mm.",121,422,stone_copy_too_short,"Les perles d'aigue-marine alternent des zones bleu clair, translucides et nuageuses. Leur diamètre varie de 4,5 à 5,5 mm. En lithothérapie, l'aigue-marine est associée à l'apaisement et à l'expression. D'une perle à l'autre, l'intensité de la couleur et la répartition des inclusions peuvent donc varier.",
10693911839067,Savon à la framboise,savon-a-la-framboise,https://milaura.fr/products/savon-a-la-framboise,2,DENY,Savon parfum framboise,,,,,,0,425,taxonomy_review_non_stone_or_unidentified_inclusion,,
10693899485531,Collier en quartz rose 4 mm - 45 cm,collier-en-quartz-rose-4-mm-45-cm,https://milaura.fr/products/collier-en-quartz-rose-4-mm-45-cm,1,DENY,Quartz rose,quartz-rose,Amour et apaisement,Qualité A - Bonne,,"Le quartz rose présente ici une teinte rose pâle et laiteuse. Le petit diamètre de 4 mm forme un rang fin, sans pendentif.",122,412,stone_copy_too_short,"Le quartz rose présente une teinte rose pâle, laiteuse à légèrement translucide. Ses voiles, ses inclusions et l'intensité du rose varient naturellement d'une perle à l'autre. En lithothérapie, le quartz rose est associé à l'amour et à l'apaisement. Le diamètre de 4 mm compose une ligne fine tout en conservant les nuances propres à la pierre.",
10693894406491,Bracelet en obsidienne noire 10 mm - 16 à 18 cm,bracelet-en-obsidienne-noire-10-mm-16-a-18-cm,https://milaura.fr/products/bracelet-en-obsidienne-noire-10-mm-16-a-18-cm,1,DENY,Obsidienne noire,obsidienne-noire,Protection et ancrage,Qualité A - Bonne,,"L'obsidienne de ce bracelet présente un noir profond et une surface polie brillante. Les perles rondes de 10 mm composent un seul rang, sans élément métallique.",160,489,stone_copy_too_short,"L'obsidienne de ce bracelet présente un noir profond et une surface polie brillante. Les perles rondes de 10 mm composent un seul rang, sans élément métallique. En lithothérapie, l'obsidienne noire est associée à la protection et à l'ancrage.",
10693910004059,Savon à l'argan,savon-a-l-argan,https://milaura.fr/products/savon-a-l-argan,2,DENY,Savon parfum argan,,,,,,0,412,taxonomy_review_non_stone_or_unidentified_inclusion,,
10693962498395,Bracelet en cornaline 10 mm - 16 à 18 cm,bracelet-en-cornaline-10-mm-16-a-18-cm,https://milaura.fr/products/bracelet-en-cornaline-10-mm-16-a-18-cm,2,DENY,Cornaline,cornaline,Énergie et confiance,Qualité A - Bonne,,"La cornaline présente ici des nuances orangées et rouges, parfois traversées de bandes claires. Le poli fait ressortir ses différences de transparence.",151,409,stone_copy_too_short,"La cornaline présente ici des nuances orangées et rouges, parfois traversées de bandes claires. Le poli fait ressortir ses différences de transparence. En lithothérapie, la cornaline est associée à l'énergie et à la confiance. La couleur, les inclusions et le dessin minéral peuvent donc différer naturellement d'un exemplaire à l'autre.",
10693916918107,Savon à la verveine,savon-a-la-verveine,https://milaura.fr/products/savon-a-la-verveine,1,DENY,Savon parfum verveine,,,,,,0,419,taxonomy_review_non_stone_or_unidentified_inclusion,,
10693898174811,Bracelet en cornaline 14 mm - 16 à 18 cm,bracelet-en-cornaline-14-mm-16-a-18-cm,https://milaura.fr/products/bracelet-en-cornaline-14-mm-16-a-18-cm,1,DENY,Cornaline,cornaline,Énergie et confiance,Qualité A - Bonne,,La cornaline de ce bracelet mêle des tons orangés et rouges. Sa surface polie et ses zones translucides laissent apparaître les variations de couleur.,150,411,stone_copy_too_short,"La cornaline de ce bracelet mêle des tons orangés et rouges. Sa surface polie et ses zones translucides laissent apparaître les variations de couleur. En lithothérapie, la cornaline est associée à l'énergie et à la confiance. La couleur, les inclusions et le dessin minéral peuvent donc différer naturellement d'un exemplaire à l'autre.",
10693915738459,Savon à la rose,savon-a-la-rose,https://milaura.fr/products/savon-a-la-rose,1,DENY,Savon parfum rose,,,,,,0,419,taxonomy_review_non_stone_or_unidentified_inclusion,,
10693884969307,Bracelet en citrine chauffée 8 mm - 16 à 18 cm,bracelet-en-citrine-chauffee-8-mm-16-a-18-cm,https://milaura.fr/products/bracelet-en-citrine-chauffee-8-mm-16-a-18-cm,1,DENY,Citrine chauffée,citrine,Énergie et confiance,Qualité A - Bonne,,"Cette citrine chauffée présente un jaune clair, avec des nuances miel et des inclusions laiteuses visibles à travers les perles polies.",135,412,stone_copy_too_short,"Cette citrine chauffée présente un jaune clair, avec des nuances miel et des inclusions laiteuses visibles à travers les perles polies. En lithothérapie, la citrine chauffée est associée à l'énergie et à la confiance. D'une perle à l'autre, l'intensité de la couleur et la répartition des inclusions peuvent donc varier.",
10693913772379,Savon au miel,savon-au-miel,https://milaura.fr/products/savon-au-miel,3,DENY,Savon parfum miel,,,,,,0,431,taxonomy_review_non_stone_or_unidentified_inclusion,,
10693896765787,Bracelet en quartz rose 12 mm - 16 à 18 cm,bracelet-en-quartz-rose-12-mm-16-a-18-cm,https://milaura.fr/products/bracelet-en-quartz-rose-12-mm-16-a-18-cm,1,DENY,Quartz rose,quartz-rose,Amour et apaisement,Qualité A - Bonne,,"Le quartz rose de ce bracelet est rose pâle, légèrement translucide et laiteux. Le poli des perles laisse apparaître les nuances et les inclusions de la pierre.",160,463,stone_copy_too_short,"Le quartz rose de ce bracelet est rose pâle, légèrement translucide et laiteux. Le poli des perles laisse apparaître les nuances et les inclusions de la pierre. En lithothérapie, le quartz rose est associé à l'amour et à l'apaisement. D'une perle à l'autre, l'intensité de la couleur et la répartition des inclusions peuvent donc varier.",
10685849862491,Bracelet fin en hématite - Perles de 4 mm,bracelet-fin-en-hematite-perles-de-4-mm,https://milaura.fr/products/bracelet-fin-en-hematite-perles-de-4-mm,12,DENY,Hématite,hematite,Ancrage et stabilité,Qualité A - Bonne,,La pierre présente une palette gris acier miroir avec des variations naturelles d'une pièce à l'autre.,102,375,stone_copy_too_short,"L'hématite présente un gris anthracite aux reflets métalliques proches d'un effet miroir. L'intensité du brillant et les petites marques de surface varient naturellement d'une perle à l'autre. En lithothérapie, l'hématite est associée à l'ancrage et à la stabilité. Le diamètre de 4 mm forme une ligne fine tout en conservant l'éclat sombre de la pierre.",
10358580412763,Oeuf Agate,oeuf-agate,https://milaura.fr/products/oeuf-agate,0,DENY,Agate,agate,,AA+ (Excellente),,,0,674,stone_copy_missing,"L'agate de cet œuf associe des teintes terreuses, des strates sinueuses et de petites cavités cristallisées qui accrochent la lumière. Chaque pierre présente un dessin, des inclusions et une ouverture cristalline différents. En lithothérapie, l'agate est associée à l'ancrage et à l'apaisement.",
10357443330395,Bracelet Baroque Séraphinite,bracelet-seraphinite,https://milaura.fr/products/bracelet-seraphinite,0,DENY,Séraphinite,seraphinite,,AA (Très élevée),,,0,690,stone_copy_missing,"La séraphinite présente un vert profond traversé d'inclusions argentées aux formes plumeuses. La densité, l'orientation et l'éclat de ces motifs varient naturellement d'un fragment à l'autre. En lithothérapie, la séraphinite est associée à la douceur et à l'apaisement.",
10357688631643,Pendule Œil de Tigre,pendule-oeil-de-tigre,https://milaura.fr/products/pendule-oeil-de-tigre,0,DENY,Oeil De Tigre,oeil-de-tigre,,A (Bonne),,,0,643,stone_copy_missing,"L'œil de tigre se reconnaît à ses bandes brunes, miel et dorées qui semblent se déplacer lorsque la lumière change. Leur largeur, leur orientation et leur intensité varient naturellement selon la pierre. En lithothérapie, l'œil de tigre est associé à la protection et à la clarté.",
10357476295003,Bracelet Jade Néphrite 8mm,bracelet-jade-nephrite-3,https://milaura.fr/products/bracelet-jade-nephrite-3,0,DENY,Jade,jade,,AA (Très élevée),,,0,801,stone_copy_missing,"Le jade néphrite présente ici un vert profond, poli et ponctué de nuances plus claires ou plus sombres. La couleur, les veines et la transparence ne sont pas parfaitement uniformes d'une perle à l'autre. En lithothérapie, le jade est associé au calme et à l'équilibre.",
10357464793435,Bracelet Agate Indienne 8mm,bracelet-agate-indienne-1,https://milaura.fr/products/bracelet-agate-indienne-1,0,DENY,Agate,agate,,AB (Standard),,,0,658,stone_copy_missing,"L'agate indienne mêle des tons vert mousse, terre cuite, brun et beige dans des motifs irréguliers. La dominante de couleur, les veines et les inclusions changent naturellement d'une perle à l'autre. En lithothérapie, l'agate est associée à l'ancrage et à l'équilibre.",
10357454176603,Bracelet Jaspe Brun 6mm,bracelet-jaspe-brun,https://milaura.fr/products/bracelet-jaspe-brun,0,DENY,Jaspe,jaspe,,A (Bonne),,,0,608,stone_copy_missing,"Le jaspe brun présente des tons terreux allant du brun chocolat au sable foncé. Ses petites veines, ses inclusions et l'intensité de la couleur varient naturellement d'une perle à l'autre. En lithothérapie, le jaspe est associé à l'ancrage et à la stabilité.",
10357436711259,Bracelet Baroque Citrine,bracelet-citrine,https://milaura.fr/products/bracelet-citrine,0,DENY,Citrine,citrine,,AA (Très élevée),,,0,772,stone_copy_missing,"La citrine de ce bracelet baroque varie du jaune pâle aux nuances miel et ocre. Les éclats polis conservent des contours, des voiles internes et une transparence différents d'une pierre à l'autre. En lithothérapie, la citrine est associée à l'énergie et à la confiance.",
10357442707803,Bracelet Baroque Pierre de Soleil,bracelet-pierre-de-soleil,https://milaura.fr/products/bracelet-pierre-de-soleil,0,DENY,Pierre De Soleil,pierre-de-soleil,,AA (Très élevée),,,0,719,stone_copy_missing,"La pierre de soleil présente des tons pêche à orangés ponctués de fins reflets cuivrés ou dorés. L'intensité de ce scintillement naturel et la répartition des inclusions varient d'un éclat à l'autre. En lithothérapie, la pierre de soleil est associée à l'énergie et à la confiance.",
10488166220123,Bracelet Lapis Lazuli Onyx,bracelet-celyos-argente-lapis-lazuli-onyx-a,https://milaura.fr/products/bracelet-celyos-argente-lapis-lazuli-onyx-a,0,DENY,Lapis Lazuli,lapis-lazuli,"Clarté, Ancrage, Expression",A (Elevee),,"Le lapis lazuli ressemble à un fragment de ciel nocturne capturé dans la roche. Sa surface bleu outremer révèle de minuscules inclusions de pyrite dorée, accrochant la lumière à chaque mouvement. À ses côtés, l'onyx déploie une teinte noire absolue et dense. Ces deux pierres offrent un contraste tactile fascinant, passant de la douceur mystérieuse de l'une à la solidité rassurante de l'autre.",395,624,stone_copy_semantic_rewrite,"Le lapis-lazuli présente un bleu profond ponctué d'inclusions grises ou dorées, tandis que l'onyx offre un noir dense et uniforme. Les nuances du lapis-lazuli et la répartition de ses inclusions varient d'une pierre à l'autre. En lithothérapie, cette association est liée à la clarté, à l'ancrage et à l'expression. Le contraste entre le bleu minéral et le noir rend les deux pierres immédiatement lisibles.",
10357668577627,Pyramide Sélénite,pyramide-selenite,https://milaura.fr/products/pyramide-selenite,0,DENY,Sélénite,selenite,,A+ (Elevée),,,0,805,stone_copy_missing,"La sélénite se distingue par un blanc laiteux à translucide traversé de fines stries parallèles. Ses reflets soyeux, la transparence et les lignes internes varient selon l'orientation de la pierre. En lithothérapie, la sélénite est associée à la purification et à l'apaisement.",
10402430452059,Collier Jaspe Rouge,collier-boule-06mm-jaspe-rouge-a,https://milaura.fr/products/collier-boule-06mm-jaspe-rouge-a,0,DENY,Jaspe Rouge,jaspe-rouge,"Ancrage, Vitalité douce, Stabilité",A (Elevee),,"Lourd d'histoires anciennes, le jaspe rouge porte en lui la chaleur de la terre cuite. Sa couleur rouge brique, parfois traversée de fines veines sombres, évoque des paysages arides et solaires. Au toucher, cette pierre offre une texture dense et une température douce qui prend rapidement celle de votre peau. C'est une matière qui ne triche pas, brute et sincère, qui s'installe au creux de vos mains avec une familiarité étonnante. On l'aime pour cette solidité silencieuse qu'elle dégage.",492,605,stone_copy_semantic_rewrite,"Le jaspe rouge se reconnaît à ses tons rouge brique à brun rouge, parfois traversés de veines plus sombres. L'intensité de la couleur et le dessin minéral varient naturellement d'une pierre à l'autre. En lithothérapie, le jaspe rouge est associé à l'ancrage, à une vitalité douce et à la stabilité. Sa teinte dense et opaque donne à cette pierre une présence visuelle nette.",
10357486027099,Bracelet Aventurine Rouge 10mm,bracelet-aventurine-rouge-1,https://milaura.fr/products/bracelet-aventurine-rouge-1,0,DENY,Aventurine,aventurine,,A (Bonne),,,0,676,stone_copy_missing,"L'aventurine rouge présente des teintes rouge brique à brun rouge, parfois ponctuées de fins reflets minéraux. La couleur, les inclusions et l'intensité de l'éclat varient naturellement d'une perle à l'autre. En lithothérapie, l'aventurine est associée à l'ancrage et à la confiance.",
10357425176923,Boucles d'Oreilles Aventurine,boucles-doreilles-aventurine-1,https://milaura.fr/products/boucles-doreilles-aventurine-1,0,DENY,Aventurine,aventurine,,A (Bonne),,,0,524,stone_copy_missing,"L'aventurine verte présente un vert doux à plus soutenu, ponctué de fines inclusions légèrement scintillantes. Les facettes rendent visibles des différences de teinte et de transparence propres à chaque pierre. En lithothérapie, l'aventurine est associée au calme et à l'équilibre.",
10314320904539,Bougie Réconfort - Calcédoine bleue,bougie-reconfort-neroli-calcedoine,https://milaura.fr/products/bougie-reconfort-neroli-calcedoine,0,DENY,Calcédoine bleue,calcedoine-bleue,,Premium,,,0,276,stone_copy_missing,"La calcédoine bleue présente un bleu très pâle, laiteux et légèrement translucide. Ses voiles internes, la densité de la couleur et le contour de l'inclusion varient naturellement d'une pierre à l'autre. En lithothérapie, la calcédoine bleue est associée à l'apaisement et à la communication douce.",
10357707014491,Distributeur Savon Lapis-Lazuli,distributeur-savon-lapis-lazuli,https://milaura.fr/products/distributeur-savon-lapis-lazuli,0,DENY,Lapis Lazuli,lapis-lazuli,,B (Faible),,,0,670,stone_copy_missing,"Le lapis-lazuli présente un bleu profond, parfois ponctué de zones plus claires et de petites inclusions grises ou dorées. Le dessin, l'intensité du bleu et la répartition de ces inclusions varient naturellement sur la pierre. En lithothérapie, le lapis lazuli est associé à la clarté et à l'expression.",
10357641904475,Pendentif Chrysocolle,pendentif-chrysocolle,https://milaura.fr/products/pendentif-chrysocolle,0,DENY,Chrysocolle,chrysocolle,,AA (Très élevée),,,0,763,stone_copy_missing,"La chrysocolle mêle des plages bleu turquoise et vert minéral sur une matrice plus sombre. Les veines, la proportion de chaque couleur et le dessin de la pierre varient naturellement d'un exemplaire à l'autre. En lithothérapie, la chrysocolle est associée à l'apaisement et à la douceur.",
10314321101147,Bougie Sérénité - Améthyste,bougie-serenite-the-amethyste,https://milaura.fr/products/bougie-serenite-the-amethyste,0,DENY,Améthyste,amethyste,,Premium,,,0,286,stone_copy_missing,"L'améthyste présente des nuances allant du lilas clair au violet plus soutenu. Les éclats inclus dans la bougie conservent des contours irréguliers, des voiles et une transparence variables. En lithothérapie, l'améthyste est associée au calme et à la clarté.",
10358580805979,Pendule Sodalite,pendule-sodalite,https://milaura.fr/products/pendule-sodalite,0,DENY,Sodalite,sodalite,,A (Bonne),,,0,677,stone_copy_missing,"La sodalite présente un bleu denim à bleu profond traversé de veines blanches ou grises. La répartition des couleurs, les inclusions et le dessin visible sur chaque face varient naturellement d'un pendule à l'autre. En lithothérapie, la sodalite est associée au calme et à la clarté.",
10357488484699,Bracelet Amazonite 12mm,bracelet-amazonite-4,https://milaura.fr/products/bracelet-amazonite-4,0,DENY,Amazonite,amazonite,,A (Bonne),,,0,662,stone_copy_missing,"L'amazonite présente des nuances bleu turquoise à vert d'eau, parfois coupées de zones plus pâles. La couleur, les veines et la transparence varient naturellement d'une perle à l'autre. En lithothérapie, l'amazonite est associée à la confiance et à l'apaisement.",
10357635547483,Pendentif Aventurine,pendentif-aventurine,https://milaura.fr/products/pendentif-aventurine,0,DENY,Aventurine,aventurine,,A (Bonne),,,0,777,stone_copy_missing,"L'aventurine verte présente un vert doux ponctué de fines inclusions légèrement scintillantes. La teinte, la transparence et la répartition de ces petits reflets varient naturellement selon la pierre. En lithothérapie, l'aventurine est associée au calme et à l'équilibre.",
10357440446811,Bracelet Baroque Labradorite,bracelet-labradorite,https://milaura.fr/products/bracelet-labradorite,0,DENY,Labradorite,labradorite,,AA (Très élevée),,,0,645,stone_copy_missing,"La labradorite présente une base grise à verdâtre parcourue de reflets bleus ou verts selon l'orientation. Leur intensité, leur étendue et les inclusions visibles changent naturellement d'un éclat à l'autre. En lithothérapie, la labradorite est associée à la protection et à l'équilibre.",
10359677387099,Pendule Jaspe Rouge,pendule-jaspe-rouge,https://milaura.fr/products/pendule-jaspe-rouge,0,DENY,Jaspe,jaspe,,AB (Standard),,,0,802,stone_copy_missing,"Le jaspe rouge présente des tons rouge brique à brun rouge, parfois traversés de veines plus sombres. La couleur, les inclusions et le dessin de chaque face varient naturellement d'un pendule à l'autre. En lithothérapie, le jaspe est associé à l'ancrage et à la stabilité.",
10358581625179,Pendule Labradorite,pendule-labradorite,https://milaura.fr/products/pendule-labradorite,0,DENY,Labradorite,labradorite,,AB (Standard),,,0,747,stone_copy_missing,"La labradorite présente une base grise à verdâtre dont certains angles révèlent des reflets bleus ou verts. Leur intensité, leur étendue et les inclusions visibles varient naturellement selon la pierre. En lithothérapie, la labradorite est associée à la protection et à l'équilibre.",
10357462532443,Bracelet Agate Fleur de Cerisier 8mm,bracelet-agate-fleur-de-cerisier-1,https://milaura.fr/products/bracelet-agate-fleur-de-cerisier-1,0,DENY,Agate,agate,,A (Bonne),,,0,686,stone_copy_missing,"L'agate fleur de cerisier mêle rose poudré, pêche clair et blanc laiteux autour d'inclusions aux formes florales. La taille, la netteté et la répartition de ces motifs varient naturellement d'une perle à l'autre. En lithothérapie, l'agate est associée à la douceur et à l'équilibre.",
10357445525851,Bracelet Jaspe Mokaïte 4mm,bracelet-jaspe-mokaite,https://milaura.fr/products/bracelet-jaspe-mokaite,0,DENY,Jaspe,jaspe,,A (Bonne),,,0,542,stone_copy_missing,"Le jaspe mokaïte associe des tons crème, ocre, rouge brique et brun dans des motifs irréguliers. La dominante de couleur, les veines et la répartition des nuances changent naturellement d'une petite perle à l'autre. En lithothérapie, le jaspe est associé à l'ancrage et à l'équilibre.",
10357431206235,Boucles d'Oreilles Obsidienne Noire 8mm,boucles-doreilles-obsidienne-noire,https://milaura.fr/products/boucles-doreilles-obsidienne-noire,0,DENY,Obsidienne,obsidienne,,A (Bonne),,,0,651,stone_copy_missing,"L'obsidienne noire présente un noir profond et un éclat vitreux caractéristique. Sous le poli, l'intensité du brillant et de discrètes variations de surface diffèrent naturellement d'une pierre à l'autre. En lithothérapie, l'obsidienne est associée à l'ancrage et à la protection.",
10359677157723,Pendule Cornaline,pendule-cornaline,https://milaura.fr/products/pendule-cornaline,0,DENY,Cornaline,cornaline,,A (Bonne),,,0,770,stone_copy_missing,"La cornaline varie de l'orange clair au rouge plus profond, avec des zones parfois translucides ou laiteuses. La répartition des couleurs et des bandes internes change naturellement sur chaque pendule. En lithothérapie, la cornaline est associée à l'énergie et à la confiance.",
10357645771099,Pendentif Tourmaline Noire,pendentif-tourmaline-noire,https://milaura.fr/products/pendentif-tourmaline-noire,0,DENY,Tourmaline,tourmaline,,A (Bonne),,,0,475,stone_copy_missing,"La tourmaline noire présente un noir profond, parfois traversé de fines stries ou de petites zones minérales plus claires. Le relief, la brillance et les inclusions varient naturellement selon la pierre. En lithothérapie, la tourmaline est associée à la protection et à l'ancrage.",
10359674765659,Orgonite Pointe Lapis-Lazuli,pointe-lapis-lazuli,https://milaura.fr/products/pointe-lapis-lazuli,0,DENY,Lapis Lazuli,lapis-lazuli,,A (Bonne),,,0,870,stone_copy_missing,"Le lapis-lazuli inclus dans cette pointe présente un bleu profond ponctué de zones plus claires et de petites inclusions grises ou dorées. La taille des éclats et la répartition de ces nuances varient naturellement d'un exemplaire à l'autre. En lithothérapie, le lapis lazuli est associé à la clarté et à l'expression.",
10357682766171,Baguette Améthyste,bague-amethyste-1,https://milaura.fr/products/bague-amethyste-1,0,DENY,Améthyste,amethyste,,A (Bonne),,,0,559,stone_copy_missing,"L'améthyste présente des tons allant du lilas translucide au violet plus profond. Les voiles internes, les inclusions et l'intensité de la couleur varient naturellement le long de la baguette. En lithothérapie, l'améthyste est associée au calme et à la clarté.",
10357710029147,Distributeur Savon Quartz Rose,savon-quartz-rose,https://milaura.fr/products/savon-quartz-rose,0,DENY,Quartz Rose,quartz-rose,,A (Bonne),,,0,637,stone_copy_missing,"Le quartz rose présente une teinte rose pâle, laiteuse à légèrement translucide. Ses zones plus claires, ses voiles internes et les irrégularités de la pierre varient naturellement sur chaque distributeur. En lithothérapie, le quartz rose est associé à l'amour et à l'apaisement.",
10357660221787,Pendentif Rhodonite Serti Ovale,pendentif-rhodonite,https://milaura.fr/products/pendentif-rhodonite,0,DENY,Rhodonite,rhodonite,,A (Bonne),,,0,664,stone_copy_missing,"La rhodonite mêle une base rose à des veinures et inclusions noires ou brunes. La proportion des zones sombres, les nuances du rose et le dessin de la pierre varient naturellement d'un exemplaire à l'autre. En lithothérapie, la rhodonite est associée à l'amour et à l'équilibre.",
10357446017371,Bracelet Péridot 4mm,bracelet-peridot,https://milaura.fr/products/bracelet-peridot,0,DENY,Péridot,peridot,,A+ (Elevée),,,0,687,stone_copy_missing,"Le péridot présente un vert clair à vert olive, souvent translucide et lumineux sous le poli. Sur ces petites perles de 4 mm, les inclusions, l'intensité de la couleur et la transparence varient naturellement d'un élément à l'autre. En lithothérapie, le péridot est associé à l'énergie et à la confiance.",
10357681619291,Baguette Pyrite,bague-pyrite,https://milaura.fr/products/bague-pyrite,0,DENY,Pyrite,pyrite,,A (Bonne),,,0,674,stone_copy_missing,"La pyrite se reconnaît à ses reflets métalliques jaune laiton et à ses petites faces cristallines. Leur dessin, l'intensité de l'éclat et les marques naturelles de clivage varient le long de chaque baguette. En lithothérapie, la pyrite est associée à la confiance et à la persévérance.",
10402435727707,Pendentif Améthyste Argent Rhodié,pendentif-argent-925-rhodie-modele-10-amethyste-facettee-bre,https://milaura.fr/products/pendentif-argent-925-rhodie-modele-10-amethyste-facettee-bre,0,DENY,Améthyste,amethyste,"Apaisement, Sérénité, Clarté mentale",AAA (Exceptionnelle),,"Violette comme le ciel à la tombée du jour, l'améthyste du Brésil porte en elle une douceur enveloppante. Sa teinte oscille entre le lilas translucide et un violet profond, intensifiée ici par une taille facettée qui capte la moindre source de lumière. Lorsqu'on la tient au creux de la main, elle offre un contact frais et un poids rassurant. C'est une compagne silencieuse qui évoque le repos des grands espaces et invite l'esprit à ralentir son rythme.",455,717,stone_copy_semantic_rewrite,"L'améthyste présente des nuances allant du lilas translucide au violet plus profond. Ses zones claires, ses voiles internes et l'intensité de sa couleur varient naturellement selon la pierre. En lithothérapie, l'améthyste est associée à l'apaisement, à la sérénité et à la clarté mentale. La taille facettée rend ces différences de nuance visibles lorsque la lumière change.",
